               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.025007,            0.010194,            0.003979,             0.93924,             0.85887,             0.98944,             0.78927,            0.019711,           0.0038915,           0.0033946,            0.004786,            0.004786,            0.004786
                 160,            0.026123,            0.011224,           0.0037741,             0.93479,             0.86111,             0.98944,             0.75062,            0.020864,           0.0039663,           0.0033817,            0.004753,            0.004753,            0.004753
                 161,            0.026967,            0.011485,           0.0051928,             0.95014,             0.86094,               0.995,             0.81945,            0.017949,           0.0038252,             0.00335,             0.00472,             0.00472,             0.00472
                 162,            0.023316,            0.010353,            0.003441,             0.94642,             0.86419,               0.995,             0.78219,              0.0199,           0.0038829,           0.0033182,            0.004687,            0.004687,            0.004687
                 163,            0.024432,            0.011528,           0.0049201,             0.95165,             0.86183,               0.995,             0.81421,            0.017582,           0.0038652,           0.0033238,            0.004654,            0.004654,            0.004654
                 164,            0.024693,               0.011,           0.0051293,             0.95912,             0.85604,               0.995,              0.8272,            0.018345,           0.0038285,           0.0032757,            0.004621,            0.004621,            0.004621
                 165,            0.024013,            0.010776,           0.0041389,              0.9708,             0.84137,             0.98944,             0.83596,            0.017544,           0.0039499,           0.0032242,            0.004588,            0.004588,            0.004588
                 166,            0.025568,            0.010739,           0.0043592,             0.97423,             0.84687,               0.995,             0.82589,            0.018926,           0.0039635,           0.0031611,            0.004555,            0.004555,            0.004555
                 167,            0.023628,            0.014158,           0.0041316,             0.97838,             0.84223,             0.98944,             0.83424,            0.018736,           0.0039554,           0.0031131,            0.004522,            0.004522,            0.004522
                 168,            0.024935,              0.0114,           0.0055972,             0.97835,             0.84426,             0.98944,             0.79116,            0.018236,           0.0038531,           0.0031092,            0.004489,            0.004489,            0.004489
                 169,            0.024038,            0.010596,           0.0035809,             0.97517,             0.85326,             0.98574,             0.82256,            0.020234,            0.003994,           0.0031096,            0.004456,            0.004456,            0.004456
                 170,            0.024616,            0.011633,           0.0033266,             0.97098,             0.86111,             0.98944,             0.81213,            0.021897,           0.0040841,           0.0030436,            0.004423,            0.004423,            0.004423
                 171,            0.024162,            0.011554,           0.0038739,              0.9634,             0.86111,              0.9831,             0.83221,             0.01912,           0.0040994,           0.0032204,             0.00439,             0.00439,             0.00439
                 172,             0.02368,            0.010861,           0.0048969,             0.95341,             0.85364,              0.9831,             0.79103,            0.019813,           0.0041242,           0.0033182,            0.004357,            0.004357,            0.004357
                 173,            0.023588,            0.010597,           0.0041035,             0.96569,             0.83544,             0.98574,             0.80621,             0.02199,           0.0042205,           0.0034834,            0.004324,            0.004324,            0.004324
                 174,            0.026099,            0.010241,           0.0049639,             0.96264,             0.85976,              0.9831,             0.84008,            0.018062,           0.0039892,           0.0031538,            0.004291,            0.004291,            0.004291
                 175,             0.02351,            0.011191,           0.0053028,             0.96214,             0.85961,             0.98574,             0.80934,            0.017265,           0.0037727,           0.0030122,            0.004258,            0.004258,            0.004258
                 176,            0.023622,            0.010928,           0.0036788,             0.96731,             0.85496,             0.98574,             0.82044,            0.019761,           0.0037179,           0.0030324,            0.004225,            0.004225,            0.004225
                 177,            0.021119,            0.010918,           0.0046863,             0.97675,             0.83878,             0.98574,             0.82037,            0.016832,           0.0036063,            0.002994,            0.004192,            0.004192,            0.004192
                 178,            0.021457,            0.011163,           0.0042308,             0.97324,               0.838,             0.98574,             0.83251,              0.0171,           0.0036185,           0.0029715,            0.004159,            0.004159,            0.004159
                 179,            0.021288,              0.0104,           0.0038345,              0.9704,             0.84017,             0.98944,              0.8408,            0.017052,           0.0036445,           0.0029605,            0.004126,            0.004126,            0.004126
                 180,            0.023436,            0.009672,           0.0041345,             0.97202,             0.83994,             0.98944,             0.85643,            0.017994,           0.0036912,           0.0029528,            0.004093,            0.004093,            0.004093
                 181,            0.024453,            0.011151,           0.0040961,             0.97546,             0.83995,             0.98944,                0.83,            0.018449,           0.0037274,           0.0029354,             0.00406,             0.00406,             0.00406
                 182,            0.023303,            0.010302,           0.0047939,             0.98149,             0.84023,             0.98944,             0.80301,            0.017154,            0.003628,           0.0029086,            0.004027,            0.004027,            0.004027
                 183,            0.021511,           0.0091767,            0.003208,             0.98228,              0.8419,             0.98944,             0.81186,            0.017012,            0.003634,           0.0029373,            0.003994,            0.003994,            0.003994
                 184,            0.021859,            0.011826,           0.0039058,             0.98208,             0.84702,               0.995,             0.84108,            0.016903,           0.0036411,            0.002971,            0.003961,            0.003961,            0.003961
                 185,            0.022259,            0.011608,            0.004816,             0.97627,             0.84994,               0.995,             0.84711,            0.016366,           0.0037899,           0.0030075,            0.003928,            0.003928,            0.003928
                 186,            0.022594,            0.010098,           0.0070405,              0.9564,             0.85944,               0.995,             0.85956,            0.018371,           0.0036311,           0.0030448,            0.003895,            0.003895,            0.003895
                 187,            0.022854,            0.011809,           0.0038362,             0.97963,             0.86165,               0.995,             0.84842,            0.017555,           0.0036154,           0.0030534,            0.003862,            0.003862,            0.003862
                 188,            0.023906,            0.012257,           0.0044807,             0.97958,              0.8634,               0.995,             0.84399,            0.017407,            0.003592,           0.0030036,            0.003829,            0.003829,            0.003829
                 189,            0.022851,            0.010811,           0.0032596,              0.9721,             0.86393,               0.995,             0.84538,            0.016562,           0.0035772,           0.0029672,            0.003796,            0.003796,            0.003796
                 190,            0.021231,           0.0097106,           0.0031266,             0.97102,              0.8628,               0.995,             0.87381,             0.01714,            0.003458,           0.0029496,            0.003763,            0.003763,            0.003763
                 191,            0.022645,            0.010053,           0.0035198,             0.96818,             0.86367,               0.995,             0.85913,            0.015192,           0.0033822,           0.0029067,             0.00373,             0.00373,             0.00373
                 192,            0.020642,            0.011809,           0.0029112,              0.9687,             0.86444,               0.995,             0.83999,            0.016484,           0.0035419,            0.002909,            0.003697,            0.003697,            0.003697
                 193,            0.022793,            0.011702,           0.0066514,             0.97012,             0.86569,               0.995,             0.82092,            0.016254,           0.0034904,           0.0028949,            0.003664,            0.003664,            0.003664
                 194,            0.023645,            0.011793,            0.006697,             0.96876,             0.86624,               0.995,              0.8525,            0.015546,           0.0036032,           0.0029022,            0.003631,            0.003631,            0.003631
                 195,            0.021868,            0.010419,           0.0044199,             0.97073,             0.86534,               0.995,             0.84942,            0.016417,           0.0035765,           0.0028519,            0.003598,            0.003598,            0.003598
                 196,            0.021926,           0.0095715,            0.003303,             0.97204,              0.8646,               0.995,             0.86537,            0.015947,           0.0034866,           0.0028187,            0.003565,            0.003565,            0.003565
                 197,            0.021175,            0.010243,           0.0029167,             0.96945,             0.86298,               0.995,             0.86096,            0.015404,           0.0034535,           0.0028298,            0.003532,            0.003532,            0.003532
                 198,            0.019767,            0.010929,           0.0024338,             0.96596,             0.86229,               0.995,             0.85842,            0.015719,           0.0034685,           0.0028075,            0.003499,            0.003499,            0.003499
                 199,            0.020665,           0.0095517,           0.0043289,             0.96532,             0.86204,               0.995,             0.84594,            0.015268,           0.0035009,           0.0027974,            0.003466,            0.003466,            0.003466
                 200,            0.020554,           0.0099273,           0.0040098,             0.96772,             0.86142,               0.995,             0.88583,            0.015476,           0.0036156,           0.0027618,            0.003433,            0.003433,            0.003433
                 201,             0.02123,           0.0094852,           0.0041049,              0.9781,             0.86111,             0.98944,             0.86204,            0.015623,           0.0034535,           0.0027318,              0.0034,              0.0034,              0.0034
                 202,            0.019636,            0.011076,           0.0032969,             0.97349,             0.86111,             0.98944,             0.87291,            0.015341,           0.0033877,           0.0027195,            0.003367,            0.003367,            0.003367
                 203,            0.021866,            0.010133,           0.0027311,             0.96489,             0.86019,             0.98574,             0.86282,            0.014316,           0.0033717,           0.0027689,            0.003334,            0.003334,            0.003334
                 204,            0.019844,           0.0086533,           0.0035793,             0.96689,             0.86111,              0.9831,             0.84626,            0.014449,           0.0033941,           0.0027419,            0.003301,            0.003301,            0.003301
                 205,            0.021705,            0.010836,            0.003088,             0.97037,             0.86002,             0.98574,             0.85005,            0.015818,           0.0034924,           0.0027419,            0.003268,            0.003268,            0.003268
                 206,            0.021235,            0.010349,           0.0031122,             0.97505,             0.85537,             0.98574,             0.87306,            0.014566,           0.0033987,           0.0027253,            0.003235,            0.003235,            0.003235
                 207,            0.019859,            0.010725,           0.0047171,             0.97894,             0.86111,             0.98574,             0.87329,            0.015093,           0.0035303,             0.00272,            0.003202,            0.003202,            0.003202
                 208,            0.019797,            0.010624,           0.0042418,             0.97823,             0.86111,             0.98574,             0.86439,             0.01501,           0.0034978,           0.0026983,            0.003169,            0.003169,            0.003169
                 209,            0.020164,            0.010092,            0.002977,             0.97899,             0.86111,             0.98944,             0.86438,            0.014622,           0.0034451,           0.0026726,            0.003136,            0.003136,            0.003136
                 210,            0.020805,            0.010463,           0.0038548,             0.97837,             0.86111,             0.98944,             0.86174,            0.013693,           0.0034196,           0.0026771,            0.003103,            0.003103,            0.003103
                 211,            0.020359,            0.010022,           0.0027597,             0.97533,             0.86111,             0.98944,             0.86259,            0.013522,           0.0033433,           0.0026811,             0.00307,             0.00307,             0.00307
                 212,            0.019464,           0.0092846,           0.0030307,             0.97526,             0.86111,             0.98944,             0.86777,            0.015981,           0.0034094,           0.0026575,            0.003037,            0.003037,            0.003037
                 213,            0.019821,             0.01022,           0.0030215,             0.97352,             0.86111,             0.98944,             0.86757,            0.013528,           0.0032673,           0.0026352,            0.003004,            0.003004,            0.003004
                 214,            0.019028,           0.0097997,           0.0035387,             0.97358,             0.85292,             0.98944,             0.86058,            0.014802,           0.0032928,           0.0026296,            0.002971,            0.002971,            0.002971
                 215,            0.020778,           0.0099805,           0.0041194,             0.97592,             0.85715,             0.98944,             0.86413,             0.01359,           0.0032213,              0.0026,            0.002938,            0.002938,            0.002938
                 216,            0.018138,           0.0097448,           0.0024835,             0.97671,             0.85928,             0.98944,             0.85895,            0.014646,           0.0032735,           0.0026043,            0.002905,            0.002905,            0.002905
                 217,            0.020524,            0.010892,           0.0033284,             0.97267,             0.86445,               0.995,             0.85038,            0.014808,           0.0033481,           0.0026047,            0.002872,            0.002872,            0.002872
                 218,            0.019488,            0.010388,            0.003164,             0.97064,             0.86499,               0.995,             0.88416,            0.013427,           0.0032654,           0.0026127,            0.002839,            0.002839,            0.002839
                 219,            0.019831,            0.010348,            0.003324,             0.96955,             0.86574,               0.995,             0.85816,            0.014421,           0.0032692,           0.0025635,            0.002806,            0.002806,            0.002806
                 220,            0.019704,            0.010553,           0.0034563,             0.78629,                   1,               0.995,             0.87469,            0.013999,           0.0032008,           0.0025515,            0.002773,            0.002773,            0.002773
                 221,            0.019039,            0.010595,           0.0028303,             0.97554,              0.8646,               0.995,             0.86648,            0.014686,           0.0032041,           0.0025245,             0.00274,             0.00274,             0.00274
                 222,            0.018959,           0.0085484,            0.002178,             0.97642,             0.86594,               0.995,             0.87129,            0.013231,           0.0031116,           0.0024889,            0.002707,            0.002707,            0.002707
                 223,            0.018092,           0.0092769,           0.0027984,              0.9793,             0.86603,               0.995,             0.87676,            0.014183,           0.0031192,           0.0024595,            0.002674,            0.002674,            0.002674
                 224,            0.018155,           0.0090528,           0.0034802,             0.98136,             0.86605,               0.995,             0.87395,            0.014168,            0.003161,           0.0024352,            0.002641,            0.002641,            0.002641
                 225,            0.019129,            0.010593,            0.002881,             0.98139,             0.86629,               0.995,             0.86399,            0.013664,           0.0032194,           0.0024166,            0.002608,            0.002608,            0.002608
                 226,            0.017996,           0.0093964,            0.005063,             0.97834,             0.86671,               0.995,             0.88949,            0.012877,           0.0031667,           0.0024005,            0.002575,            0.002575,            0.002575
                 227,            0.019044,            0.009323,           0.0033771,             0.77043,                   1,               0.995,             0.88368,            0.012583,           0.0031219,           0.0023342,            0.002542,            0.002542,            0.002542
                 228,            0.019554,            0.010385,            0.003593,             0.77779,                   1,               0.995,             0.89469,            0.012742,           0.0031357,           0.0023129,            0.002509,            0.002509,            0.002509
                 229,            0.018262,           0.0096131,           0.0037204,             0.77638,                   1,               0.995,             0.88739,            0.013073,           0.0031359,           0.0023095,            0.002476,            0.002476,            0.002476
                 230,            0.020006,           0.0096902,           0.0030091,             0.77812,                   1,               0.995,             0.89947,            0.013359,           0.0031164,           0.0022966,            0.002443,            0.002443,            0.002443
                 231,            0.017734,           0.0097528,           0.0027915,             0.78243,                   1,               0.995,             0.87936,            0.013259,           0.0030966,           0.0022812,             0.00241,             0.00241,             0.00241
                 232,            0.017374,           0.0092689,           0.0024883,             0.78412,                   1,               0.995,             0.89447,             0.01373,           0.0031526,           0.0022691,            0.002377,            0.002377,            0.002377
                 233,            0.020125,           0.0095768,           0.0039917,              0.7868,                   1,               0.995,             0.87788,            0.013763,            0.003118,           0.0022455,            0.002344,            0.002344,            0.002344
                 234,            0.018411,              0.0109,           0.0029803,             0.78818,                   1,               0.995,             0.88885,            0.012928,           0.0031254,           0.0022222,            0.002311,            0.002311,            0.002311
                 235,            0.017787,           0.0085614,           0.0024158,             0.78142,                   1,               0.995,             0.89743,            0.013139,           0.0030873,           0.0022063,            0.002278,            0.002278,            0.002278
                 236,            0.018977,           0.0083848,           0.0027165,             0.77558,                   1,               0.995,             0.90445,            0.012788,           0.0030932,           0.0021913,            0.002245,            0.002245,            0.002245
                 237,            0.017752,           0.0078827,           0.0025782,             0.77847,                   1,               0.995,             0.89339,            0.013051,           0.0031247,           0.0021775,            0.002212,            0.002212,            0.002212
                 238,            0.017766,            0.009575,           0.0028122,               0.774,                   1,               0.995,             0.89074,            0.012904,           0.0031278,           0.0021681,            0.002179,            0.002179,            0.002179
                 239,            0.017812,           0.0093807,           0.0026341,             0.79804,                   1,               0.995,             0.89172,            0.013356,           0.0031242,           0.0021479,            0.002146,            0.002146,            0.002146
                 240,            0.017407,            0.010352,           0.0031682,              0.8001,                   1,               0.995,             0.90169,            0.012308,            0.003077,           0.0021421,            0.002113,            0.002113,            0.002113
                 241,            0.018242,           0.0091352,            0.002756,             0.80532,                   1,               0.995,             0.89149,            0.012439,           0.0030079,           0.0021262,             0.00208,             0.00208,             0.00208
                 242,             0.01673,           0.0088126,           0.0021101,             0.80841,                   1,               0.995,             0.89811,            0.013045,           0.0030148,           0.0021104,            0.002047,            0.002047,            0.002047
                 243,            0.018197,           0.0095153,             0.00593,             0.80888,                   1,               0.995,             0.89613,            0.011551,            0.002924,           0.0020979,            0.002014,            0.002014,            0.002014
                 244,            0.014726,           0.0085637,           0.0015589,             0.80679,                   1,               0.995,             0.88073,            0.012617,           0.0030022,           0.0020919,            0.001981,            0.001981,            0.001981
                 245,            0.016067,           0.0071413,            0.002072,             0.80871,                   1,               0.995,             0.88023,            0.013035,           0.0030887,            0.002087,            0.001948,            0.001948,            0.001948
                 246,            0.017777,           0.0086764,           0.0021024,             0.80751,                   1,               0.995,             0.88337,             0.01318,           0.0030107,           0.0020711,            0.001915,            0.001915,            0.001915
                 247,            0.019494,           0.0095791,           0.0039774,              0.8107,                   1,               0.995,              0.9263,            0.012372,            0.002954,           0.0020514,            0.001882,            0.001882,            0.001882
                 248,            0.016536,             0.00988,           0.0020293,             0.81191,                   1,               0.995,             0.91399,            0.011952,           0.0029514,           0.0020539,            0.001849,            0.001849,            0.001849
                 249,            0.017166,           0.0091386,           0.0026142,             0.81236,                   1,               0.995,             0.91778,            0.013815,           0.0029979,           0.0020537,            0.001816,            0.001816,            0.001816
                 250,            0.015852,           0.0084247,           0.0018892,             0.82679,                   1,               0.995,             0.90806,            0.012339,           0.0029328,           0.0020621,            0.001783,            0.001783,            0.001783
                 251,             0.01861,           0.0092489,           0.0020209,             0.82762,                   1,               0.995,             0.89851,             0.01269,           0.0029757,           0.0020705,             0.00175,             0.00175,             0.00175
                 252,            0.016261,           0.0094694,           0.0020886,             0.82808,                   1,               0.995,             0.90643,            0.012372,           0.0029485,           0.0020625,            0.001717,            0.001717,            0.001717
                 253,             0.01612,           0.0077308,           0.0022119,             0.82849,                   1,               0.995,              0.9027,            0.012371,           0.0029821,           0.0020445,            0.001684,            0.001684,            0.001684
                 254,             0.01504,            0.008837,           0.0016876,             0.82824,                   1,               0.995,             0.90606,            0.012645,           0.0029614,           0.0020329,            0.001651,            0.001651,            0.001651
                 255,            0.015922,           0.0088548,           0.0026336,             0.82912,                   1,               0.995,             0.87922,            0.013041,           0.0029757,            0.002026,            0.001618,            0.001618,            0.001618
                 256,             0.01908,            0.009283,           0.0046373,             0.82984,                   1,               0.995,             0.90294,            0.011659,            0.002903,           0.0020297,            0.001585,            0.001585,            0.001585
                 257,            0.017193,           0.0083449,           0.0020855,             0.82956,                   1,               0.995,             0.90338,            0.012381,           0.0028851,           0.0020147,            0.001552,            0.001552,            0.001552
                 258,            0.016259,           0.0096653,           0.0019287,             0.83046,                   1,               0.995,              0.9087,            0.011967,           0.0028822,           0.0020031,            0.001519,            0.001519,            0.001519
                 259,            0.016946,           0.0090934,           0.0018932,             0.83275,                   1,               0.995,             0.90839,            0.011687,            0.002929,           0.0019844,            0.001486,            0.001486,            0.001486
                 260,            0.016374,           0.0073999,           0.0022591,             0.81735,                   1,               0.995,             0.90792,            0.012412,           0.0029583,           0.0019743,            0.001453,            0.001453,            0.001453
                 261,            0.016712,           0.0087924,           0.0017913,             0.81838,                   1,               0.995,             0.91366,            0.011456,           0.0028927,           0.0019685,             0.00142,             0.00142,             0.00142
                 262,            0.016667,           0.0093089,           0.0024576,             0.82007,                   1,               0.995,             0.90245,             0.01254,           0.0029593,           0.0019539,            0.001387,            0.001387,            0.001387
                 263,            0.016626,           0.0095122,           0.0021705,              0.8273,                   1,               0.995,              0.9235,            0.010808,           0.0028887,           0.0019331,            0.001354,            0.001354,            0.001354
                 264,            0.016836,            0.010186,           0.0030213,              0.8304,                   1,               0.995,             0.89818,            0.011513,           0.0029094,            0.001922,            0.001321,            0.001321,            0.001321
                 265,            0.017141,           0.0077234,           0.0021238,             0.82925,                   1,               0.995,             0.90161,            0.011323,           0.0029068,           0.0019104,            0.001288,            0.001288,            0.001288
                 266,            0.015846,           0.0086378,           0.0021048,             0.82241,                   1,               0.995,             0.90616,            0.010525,           0.0028946,           0.0018932,            0.001255,            0.001255,            0.001255
                 267,            0.016298,           0.0081451,           0.0024753,             0.83749,                   1,               0.995,             0.89956,            0.011511,           0.0029202,           0.0018683,            0.001222,            0.001222,            0.001222
                 268,            0.015566,           0.0096451,           0.0030172,             0.83936,                   1,               0.995,              0.9031,            0.010779,           0.0029004,           0.0018612,            0.001189,            0.001189,            0.001189
                 269,            0.020147,             0.01037,           0.0060765,             0.84012,                   1,               0.995,             0.91796,            0.010808,           0.0028896,           0.0018359,            0.001156,            0.001156,            0.001156
                 270,            0.016187,           0.0080624,           0.0017495,             0.84146,                   1,               0.995,             0.90739,            0.010615,           0.0028853,             0.00181,            0.001123,            0.001123,            0.001123
                 271,             0.01653,           0.0092385,           0.0038717,             0.84211,                   1,               0.995,             0.89778,            0.010625,           0.0028765,           0.0018087,             0.00109,             0.00109,             0.00109
                 272,            0.015765,           0.0087669,           0.0015335,             0.83034,                   1,               0.995,             0.90761,            0.010559,           0.0028517,           0.0018096,            0.001057,            0.001057,            0.001057
                 273,            0.015732,           0.0086438,           0.0015493,             0.84339,                   1,               0.995,             0.90948,            0.010922,           0.0028329,           0.0018105,            0.001024,            0.001024,            0.001024
                 274,            0.015357,            0.007971,           0.0017868,             0.84406,                   1,               0.995,              0.9011,            0.011003,           0.0028462,           0.0018222,            0.000991,            0.000991,            0.000991
                 275,            0.014512,           0.0078475,           0.0017165,             0.84509,                   1,               0.995,             0.91096,            0.010276,           0.0027919,           0.0018248,            0.000958,            0.000958,            0.000958
                 276,            0.016326,           0.0096621,           0.0023658,             0.84667,                   1,               0.995,             0.90981,            0.010112,           0.0027523,           0.0018313,            0.000925,            0.000925,            0.000925
                 277,            0.014682,           0.0086436,           0.0025498,               0.849,                   1,               0.995,             0.89684,            0.011121,           0.0027778,           0.0018438,            0.000892,            0.000892,            0.000892
                 278,            0.014396,           0.0087385,           0.0017972,             0.85282,                   1,               0.995,              0.9073,            0.010359,           0.0027201,           0.0018569,            0.000859,            0.000859,            0.000859
                 279,            0.014802,            0.011426,           0.0033347,             0.85811,                   1,               0.995,             0.92224,            0.010088,           0.0026929,           0.0018659,            0.000826,            0.000826,            0.000826
                 280,            0.015328,           0.0093147,           0.0016265,             0.85864,                   1,               0.995,             0.91811,            0.010312,           0.0026987,           0.0018663,            0.000793,            0.000793,            0.000793
                 281,            0.016294,           0.0087091,           0.0028508,             0.85737,                   1,               0.995,             0.91684,            0.010459,            0.002691,           0.0018692,             0.00076,             0.00076,             0.00076
                 282,            0.017626,           0.0087783,           0.0032585,             0.85922,                   1,               0.995,             0.92273,            0.010394,           0.0026743,           0.0018687,            0.000727,            0.000727,            0.000727
                 283,            0.012462,           0.0069295,           0.0017247,              0.8594,                   1,               0.995,             0.92976,            0.010342,           0.0026879,           0.0018697,            0.000694,            0.000694,            0.000694
                 284,            0.014991,           0.0090309,           0.0023253,             0.85922,                   1,               0.995,             0.93053,            0.010346,           0.0026927,           0.0018694,            0.000661,            0.000661,            0.000661
                 285,            0.014533,           0.0082956,           0.0019088,              0.8592,                   1,               0.995,             0.93489,            0.010122,           0.0026994,           0.0018821,            0.000628,            0.000628,            0.000628
                 286,            0.014134,           0.0081111,           0.0025219,             0.86035,                   1,               0.995,             0.92037,            0.010174,           0.0026999,           0.0018783,            0.000595,            0.000595,            0.000595
                 287,            0.014862,           0.0093752,           0.0016706,             0.85927,                   1,               0.995,             0.92939,           0.0097806,           0.0027027,           0.0018671,            0.000562,            0.000562,            0.000562
                 288,            0.014321,           0.0086945,           0.0017383,             0.85942,                   1,               0.995,             0.93534,           0.0098135,           0.0027075,           0.0018639,            0.000529,            0.000529,            0.000529
                 289,             0.01456,           0.0077431,           0.0016072,             0.86036,                   1,               0.995,             0.92334,            0.010007,           0.0027342,           0.0018542,            0.000496,            0.000496,            0.000496
                 290,            0.014277,            0.010088,           0.0023106,             0.85982,                   1,               0.995,             0.92522,             0.01006,           0.0027449,           0.0018471,            0.000463,            0.000463,            0.000463
                 291,            0.013935,           0.0080128,           0.0026918,             0.86214,                   1,               0.995,             0.93049,            0.010016,           0.0027521,           0.0018386,             0.00043,             0.00043,             0.00043
                 292,            0.013271,           0.0075662,           0.0034829,              0.8624,                   1,               0.995,             0.93145,            0.009884,            0.002753,           0.0018371,            0.000397,            0.000397,            0.000397
                 293,            0.014671,           0.0079787,           0.0021273,             0.86104,                   1,               0.995,              0.9184,            0.010015,           0.0027521,           0.0018222,            0.000364,            0.000364,            0.000364
                 294,            0.014254,           0.0086586,           0.0017295,             0.86137,                   1,               0.995,             0.92146,           0.0098287,           0.0027635,           0.0018132,            0.000331,            0.000331,            0.000331
                 295,            0.014053,           0.0091677,           0.0015791,             0.86116,                   1,               0.995,             0.92652,            0.009605,           0.0027666,           0.0018074,            0.000298,            0.000298,            0.000298
                 296,            0.015577,           0.0089742,           0.0021524,             0.86185,                   1,               0.995,             0.92817,           0.0096863,           0.0027819,           0.0018052,            0.000265,            0.000265,            0.000265
                 297,             0.01481,            0.012206,           0.0026932,             0.86161,                   1,               0.995,             0.92589,           0.0097239,           0.0027869,           0.0017997,            0.000232,            0.000232,            0.000232
                 298,            0.013001,           0.0085064,           0.0014703,             0.86373,                   1,               0.995,             0.92562,            0.009656,            0.002789,            0.001797,            0.000199,            0.000199,            0.000199
                 299,            0.014505,           0.0092413,           0.0021683,             0.86481,                   1,               0.995,             0.92301,           0.0098315,           0.0027924,           0.0017912,            0.000166,            0.000166,            0.000166
